,index,attendance,away_assists,away_at_bats,away_average_leverage_index,away_base_out_runs_added,away_base_out_runs_saved,away_bases_on_balls,away_batting_average,away_earned_runs,away_fly_balls,away_game_score,away_grounded_balls,away_hits,away_home_runs,away_inherited_runners,away_inherited_score,away_innings_pitched,away_line_drives,away_on_base_percentage,away_on_base_plus,away_pitches,away_plate_appearances,away_putouts,away_rbi,away_runs,away_slugging_percentage,away_strikeouts,away_strikes,away_strikes_by_contact,away_strikes_looking,away_strikes_swinging,away_unknown_bat_type,away_win_probability_added,away_win_probability_by_pitcher,away_win_probability_for_offensive_player,away_win_probability_subtracted,date,duration,home_assists,home_at_bats,home_average_leverage_index,home_base_out_runs_added,home_base_out_runs_saved,home_bases_on_balls,home_batting_average,home_earned_runs,home_fly_balls,home_game_score,home_grounded_balls,home_hits,home_home_runs,home_inherited_runners,home_inherited_score,home_innings_pitched,home_line_drives,home_on_base_percentage,home_on_base_plus,home_pitches,home_plate_appearances,home_putouts,home_rbi,home_runs,home_slugging_percentage,home_strikeouts,home_strikes,home_strikes_by_contact,home_strikes_looking,home_strikes_swinging,home_unknown_bat_type,home_win_probability_added,home_win_probability_by_pitcher,home_win_probability_for_offensive_player,home_win_probability_subtracted,losing_abbr,losing_name,time,time_of_day,venue,winner,winning_abbr,winning_name,location
120,ATL/ATL201908150,25424,8,46,0.45,5.0,-3.0,4,0.5,10.0,23,51,18,23,6,0,0,9.0,14,0.54,1.257,159,51,27,10,10,0.717,6,115,83,13,19,0,0.603,0.095,0.403,-0.196,"Thursday, August 15, 2019",3:33,11,37,0.35,3.0,-5.0,5,0.297,7.0,19,13,10,11,2,4,1,9.0,8,0.381,1.165,180,42,27,8,8,0.784,8,97,57,22,18,0,0.264,-0.404,-0.095,-0.358,ATL,Atlanta Braves,7:22 p.m. Local,Night,SunTrust Park,Away,NYM,New York Mets,Away
121,KCA/KCA201908160,21439,11,33,0.98,-4.0,0.5,3,0.242,0.0,10,58,17,8,0,3,2,8.0,3,0.324,0.567,134,37,24,1,1,0.242,6,85,49,23,13,0,0.602,0.009,-0.508,-1.11,"Friday, August 16, 2019",3:01,12,31,1.39,-0.5,4.0,4,0.258,4.5,11,61,12,8,0,1,0,9.0,6,0.343,0.73,133,35,27,4,4,0.387,8,87,55,17,15,0,0.62,0.508,-0.009,-0.63,NYM,New York Mets,7:16 p.m. Local,Night,Kauffman Stadium,Home,KCR,Kansas City Royals,Away
122,KCA/KCA201908170,28697,10,36,1.18,-1.0,4.0,3,0.306,4.0,12,70,15,11,0,0,0,9.0,8,0.39,0.779,133,41,27,4,4,0.389,9,86,45,23,18,0,0.956,0.437,0.064,-0.892,"Saturday, August 17, 2019",2:35,11,30,1.24,-4.0,1.0,2,0.133,1.0,13,52,11,4,0,5,2,9.0,7,0.188,0.321,131,32,27,1,1,0.133,6,82,45,18,19,0,0.414,-0.064,-0.438,-0.85,KCR,Kansas City Royals,6:16 p.m. Local,Night,Kauffman Stadium,Away,NYM,New York Mets,Away
123,KCA/KCA201908180,20661,11,39,0.97,6.0,0.0,2,0.41,11.0,19,46,15,16,0,0,0,9.0,10,0.439,1.183,148,42,27,11,11,0.744,6,101,65,21,15,0,1.133,-0.149,0.649,-0.483,"Sunday, August 18, 2019",3:01,11,32,0.88,-0.0,-6.0,1,0.188,4.0,15,51,13,6,2,3,1,9.0,6,0.206,0.456,154,36,27,5,5,0.25,6,96,67,18,10,0,0.558,-0.65,0.149,-0.41,KCR,Kansas City Royals,1:16 p.m. Local,Day,Kauffman Stadium,Away,NYM,New York Mets,Away
124,NYN/NYN201908200,33800,7,34,0.64,-2.4,-5.1,2,0.176,1.0,12,58,10,6,2,2,2,8.0,6,0.222,0.546,134,36,24,2,2,0.324,12,79,41,27,11,0,0.51,-0.312,-0.187,-0.697,"Tuesday, August 20, 2019",2:41,6,34,1.04,5.1,2.4,3,0.265,7.88,15,62,11,9,1,2,0,9.0,4,0.324,0.824,129,37,27,9,9,0.5,8,94,59,21,14,0,0.724,0.189,0.311,-0.411,CLE,Cleveland Indians,7:10 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
125,NYN/NYN201908210,28349,7,37,1.88,-1.9,0.4,2,0.243,2.7,15,60,16,9,0,1,0,9.2,6,0.282,0.687,159,40,29,3,3,0.405,7,96,56,29,11,0,1.091,-0.44,-0.059,-1.151,"Wednesday, August 21, 2019",3:22,13,37,1.52,-0.4,1.9,4,0.243,3.72,21,48,9,9,1,0,0,10.0,7,0.317,0.641,144,42,30,4,4,0.324,8,106,64,25,17,0,1.441,0.06,0.439,-1.001,CLE,Cleveland Indians,7:16 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
126,NYN/NYN201908220,30998,8,26,0.69,-3.9,0.1,1,0.077,0.0,11,56,8,2,0,1,0,7.0,3,0.111,0.188,101,27,21,0,0,0.077,7,66,37,18,11,0,0.083,0.002,-0.477,-0.56,"Thursday, August 22, 2019",2:08,6,26,0.91,-0.1,3.9,1,0.192,2.57,13,73,10,5,0,0,0,8.0,7,0.25,0.519,102,28,24,2,2,0.269,3,63,42,16,5,0,0.38,0.477,-0.001,-0.383,CLE,Cleveland Indians,7:11 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
127,NYN/NYN201908230,31437,14,49,1.99,-4.8,5.8,5,0.163,1.29,13,74,11,8,1,0,0,14.0,6,0.255,0.438,219,56,42,2,2,0.184,26,142,59,35,48,0,1.196,1.225,-0.725,-1.921,"Friday, August 23, 2019",4:37,3,47,1.81,-5.8,4.8,4,0.128,0.64,15,77,18,6,0,0,0,14.0,6,0.212,0.424,220,52,42,1,1,0.213,14,141,79,40,22,0,0.83,0.726,-1.224,-2.055,NYM,New York Mets,7:10 p.m. Local,Night,Citi Field,Away,ATL,Atlanta Braves,Home
128,NYN/NYN201908240,38300,11,37,1.14,4.6,-0.6,6,0.297,9.0,21,38,10,11,1,0,0,9.0,9,0.395,1.017,144,44,27,8,9,0.622,6,96,59,21,16,1,1.156,-0.095,0.596,-0.561,"Saturday, August 24, 2019",3:14,10,37,0.91,0.6,-4.6,0,0.297,5.0,12,39,17,11,3,1,1,9.0,5,0.297,0.757,166,37,27,5,5,0.459,8,97,55,25,17,0,0.905,-0.594,0.095,-0.808,NYM,New York Mets,7:10 p.m. Local,Night,Citi Field,Away,ATL,Atlanta Braves,Home
129,NYN/NYN201908250,30170,16,30,1.79,-2.4,3.4,2,0.1,2.0,11,73,7,3,0,0,0,9.0,4,0.156,0.49,146,32,27,2,2,0.333,12,98,51,28,19,0,0.309,0.64,-0.141,-0.45,"Sunday, August 25, 2019",2:45,7,31,0.65,-3.4,2.4,3,0.226,1.0,8,69,16,7,2,0,0,9.0,5,0.314,0.572,146,35,27,1,1,0.258,7,91,46,26,19,0,0.62,0.14,-0.641,-1.261,NYM,New York Mets,1:11 p.m. Local,Day,Citi Field,Away,ATL,Atlanta Braves,Home
130,NYN/NYN201908270,34158,13,35,0.85,0.6,2.4,2,0.314,5.0,11,74,14,11,2,0,0,9.0,7,0.351,0.98,119,37,27,5,5,0.629,10,91,47,26,18,0,0.607,0.291,0.208,-0.399,"Tuesday, August 27, 2019",2:54,15,32,0.64,-2.4,-0.6,1,0.188,2.0,11,49,15,6,2,0,0,9.0,4,0.212,0.65,146,34,27,2,2,0.438,7,82,52,18,12,0,0.337,-0.208,-0.292,-0.629,NYM,New York Mets,7:12 p.m. Local,Night,Citi Field,Away,CHC,Chicago Cubs,Home
131,NYN/NYN201908280,33987,11,38,0.79,5.6,-2.6,2,0.316,9.0,16,26,10,12,2,5,1,9.0,6,0.366,0.971,164,42,27,9,10,0.605,13,103,53,24,27,0,0.54,0.061,0.441,-0.099,"Wednesday, August 28, 2019",3:24,7,40,0.3,2.6,-5.6,3,0.35,6.0,21,7,13,14,3,0,0,9.0,11,0.422,0.997,153,45,27,7,7,0.575,6,105,69,20,16,0,0.561,-0.439,-0.063,-0.622,NYM,New York Mets,7:22 p.m. Local,Night,Citi Field,Away,CHC,Chicago Cubs,Home
132,NYN/NYN201908290,38389,6,32,0.85,-0.4,3.4,1,0.188,4.0,12,59,10,6,1,0,0,9.0,3,0.212,0.587,136,33,27,4,4,0.375,10,88,55,21,12,0,0.565,0.385,0.114,-0.451,"Thursday, August 29, 2019",2:35,4,32,0.76,-3.4,0.4,3,0.156,1.0,18,58,7,5,2,0,0,9.0,9,0.229,0.51,127,35,27,1,1,0.281,7,83,51,16,16,0,0.251,-0.115,-0.385,-0.636,NYM,New York Mets,7:10 p.m. Local,Night,Citi Field,Away,CHC,Chicago Cubs,Home
133,PHI/PHI201908300,30503,10,39,0.94,6.1,-0.1,4,0.308,11.0,18,55,12,12,0,0,0,9.0,9,0.386,0.976,145,44,27,11,11,0.59,9,97,51,25,21,0,1.092,0.293,0.206,-0.888,"Friday, August 30, 2019",3:28,8,34,1.38,0.1,-6.1,4,0.353,5.0,19,66,11,12,3,5,2,9.0,15,0.4,0.871,158,41,27,5,5,0.471,7,102,67,23,12,0,0.417,-0.206,-0.292,-0.71,PHI,Philadelphia Phillies,7:07 p.m. Local,Night,Citizens Bank Park,Away,NYM,New York Mets,Away
134,PHI/PHI201908310,40690,8,41,1.35,1.1,1.9,3,0.317,6.0,20,48,15,13,1,4,1,9.0,13,0.378,0.792,156,45,27,6,6,0.415,6,117,73,26,18,0,0.86,0.315,0.185,-0.676,"Saturday, August 31, 2019",3:41,9,36,0.96,-1.9,-1.1,2,0.25,2.0,15,23,9,9,0,2,0,9.0,6,0.289,0.706,182,38,27,3,3,0.417,12,107,63,27,17,0,0.758,-0.183,-0.317,-1.075,PHI,Philadelphia Phillies,4:06 p.m. Local,Day,Citizens Bank Park,Away,NYM,New York Mets,Away
135,PHI/PHI201909010,33492,8,29,1.23,-2.9,-0.7,3,0.138,2.0,11,54,14,4,1,3,1,8.0,5,0.219,0.495,130,33,24,1,2,0.276,5,79,42,21,16,0,0.615,-0.215,-0.283,-0.898,"Sunday, September 1, 2019",2:52,13,32,1.43,0.7,2.9,4,0.281,5.62,15,69,10,9,1,2,1,9.0,10,0.361,0.861,118,36,27,5,5,0.5,7,86,46,22,18,0,0.801,0.284,0.217,-0.584,NYM,New York Mets,7:07 p.m. Local,Night,Citizens Bank Park,Home,PHI,Philadelphia Phillies,Away
136,WAS/WAS201909020,25329,7,38,0.37,1.9,2.1,5,0.289,7.0,14,81,12,11,1,0,0,9.0,7,0.372,0.819,123,43,27,7,7,0.447,12,107,64,22,21,0,0.611,0.22,0.28,-0.331,"Monday, September 2, 2019",3:08,7,32,0.5,-2.1,-1.9,1,0.156,3.0,11,18,9,5,1,1,1,9.0,5,0.182,0.463,170,33,27,3,3,0.281,12,84,48,18,18,0,0.064,-0.28,-0.221,-0.287,WSN,Washington Nationals,1:06 p.m. Local,Day,Nationals Park,Away,NYM,New York Mets,Away
137,WAS/WAS201909030,20759,9,35,1.3,4.9,-6.2,3,0.314,6.0,19,48,10,11,2,5,3,8.1,8,0.359,1.073,142,39,25,10,10,0.714,7,100,61,22,18,0,0.78,-0.842,0.342,-0.437,"Tuesday, September 3, 2019",3:17,11,37,0.69,6.2,-4.9,3,0.405,11.88,21,52,11,15,4,1,1,9.0,10,0.463,1.166,147,42,27,11,11,0.703,6,91,53,23,15,0,1.739,-0.342,0.841,-0.899,NYM,New York Mets,7:06 p.m. Local,Night,Nationals Park,Home,WSN,Washington Nationals,Away
138,WAS/WAS201909040,20237,6,37,0.94,2.9,1.1,6,0.351,8.0,18,50,17,13,0,1,0,9.0,7,0.442,1.091,170,43,27,7,8,0.649,2,87,62,15,10,0,0.718,0.218,0.281,-0.437,"Wednesday, September 4, 2019",3:24,13,38,0.62,-1.1,-2.9,5,0.289,4.0,20,22,12,11,3,1,1,9.0,11,0.372,0.714,143,43,27,4,4,0.342,6,109,64,30,15,0,0.518,-0.281,-0.218,-0.738,WSN,Washington Nationals,1:07 p.m. Local,Day,Nationals Park,Away,NYM,New York Mets,Away
139,NYN/NYN201909060,28107,11,35,1.44,-0.4,-1.4,4,0.257,4.0,13,53,11,9,1,4,3,8.2,7,0.35,0.807,159,40,26,4,4,0.457,11,114,53,33,28,0,1.088,-0.528,0.028,-1.06,"Friday, September 6, 2019",3:32,9,32,1.52,1.4,0.4,3,0.312,5.19,12,50,13,10,1,5,0,9.0,6,0.389,0.795,177,38,27,5,5,0.406,9,101,63,22,16,0,1.159,-0.027,0.527,-0.63,PHI,Philadelphia Phillies,7:10 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
140,NYN/NYN201909070,28848,9,39,0.9,0.6,4.4,0,0.282,4.0,19,71,9,11,0,0,0,9.0,8,0.282,0.667,136,39,27,5,5,0.385,11,99,56,27,16,0,0.624,0.278,0.222,-0.4,"Saturday, September 7, 2019",2:59,5,33,0.7,-4.4,-0.6,3,0.182,0.0,13,30,13,6,1,0,0,9.0,8,0.25,0.462,146,36,27,0,0,0.212,7,88,47,23,18,0,0.324,-0.222,-0.279,-0.601,NYM,New York Mets,7:11 p.m. Local,Night,Citi Field,Away,PHI,Philadelphia Phillies,Home
141,NYN/NYN201909080,30264,8,38,1.45,5.6,-2.6,4,0.342,10.0,20,36,10,13,2,6,1,9.0,8,0.395,1.053,207,44,27,10,10,0.658,10,128,78,27,23,0,1.296,-0.286,0.785,-0.51,"Sunday, September 8, 2019",4:29,11,39,0.94,2.6,-5.6,7,0.359,7.0,17,43,12,14,3,4,1,9.0,10,0.458,0.997,183,48,27,7,7,0.538,11,135,97,24,14,0,1.281,-0.786,0.287,-0.994,NYM,New York Mets,1:11 p.m. Local,Day,Citi Field,Away,PHI,Philadelphia Phillies,Home
142,NYN/NYN201909090,21337,13,29,0.69,-3.4,0.9,1,0.103,1.0,5,49,9,3,2,2,0,8.0,0,0.133,0.34,122,30,24,1,1,0.207,15,87,38,25,24,0,0.208,-0.053,-0.448,-0.656,"Monday, September 9, 2019",2:45,10,29,0.94,-0.9,3.4,2,0.31,3.38,10,77,12,9,1,0,0,9.0,6,0.375,0.961,129,32,27,3,3,0.586,7,78,52,14,12,0,0.5,0.447,0.053,-0.446,ARI,Arizona Diamondbacks,7:10 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
143,NYN/NYN201909100,20843,7,35,0.83,-2.4,0.9,3,0.286,2.0,11,57,16,10,0,0,0,8.0,3,0.342,0.742,115,38,24,2,2,0.4,8,98,57,22,19,0,0.761,-0.042,-0.458,-1.22,"Tuesday, September 10, 2019",3:02,10,29,1.62,-0.9,2.4,2,0.172,3.38,8,64,9,5,1,0,0,9.0,4,0.226,0.536,147,31,27,3,3,0.31,12,81,42,18,21,0,0.521,0.458,0.043,-0.48,ARI,Arizona Diamondbacks,7:10 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
144,NYN/NYN201909110,21841,8,33,0.27,-4.4,-5.1,4,0.212,0.0,13,23,11,7,5,1,0,8.0,8,0.316,0.589,141,38,24,0,0,0.273,9,105,59,25,21,0,0.189,-0.382,-0.118,-0.307,"Wednesday, September 11, 2019",3:06,7,34,0.39,5.1,4.4,4,0.324,10.12,20,68,9,11,0,0,0,9.0,9,0.41,1.293,163,39,27,9,9,0.882,5,88,56,22,10,0,0.46,0.119,0.379,-0.079,ARI,Arizona Diamondbacks,7:11 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
145,NYN/NYN201909120,21856,9,31,0.4,-3.4,-7.1,5,0.129,1.0,9,35,15,4,6,2,1,8.0,7,0.27,0.464,164,37,24,1,1,0.194,7,87,45,25,17,0,0.108,-0.314,-0.185,-0.293,"Thursday, September 12, 2019",3:25,9,35,0.38,7.1,3.4,3,0.314,6.75,16,63,12,11,0,5,0,9.0,9,0.368,1.197,142,38,27,11,11,0.829,7,103,64,22,17,0,0.493,0.186,0.314,-0.179,ARI,Arizona Diamondbacks,1:10 p.m. Local,Day,Citi Field,Home,NYM,New York Mets,Home
146,NYN/NYN201909130,36097,9,38,0.62,4.6,2.4,3,0.289,9.0,14,59,18,11,1,3,1,9.0,8,0.341,0.815,151,41,27,9,9,0.474,6,110,72,22,16,0,0.641,0.188,0.31,-0.33,"Friday, September 13, 2019",3:22,10,32,0.56,-2.4,-4.6,4,0.156,2.0,11,43,15,5,2,1,1,9.0,4,0.25,0.5,174,36,27,2,2,0.25,6,93,53,23,17,0,0.25,-0.311,-0.189,-0.439,NYM,New York Mets,7:11 p.m. Local,Night,Citi Field,Away,LAD,Los Angeles Dodgers,Home
147,NYN/NYN201909140,39264,9,30,1.19,-4.4,0.9,0,0.1,0.0,6,79,12,3,0,1,1,8.0,3,0.129,0.229,120,31,24,0,0,0.1,12,83,39,26,18,0,0.113,0.074,-0.574,-0.688,"Saturday, September 14, 2019",2:40,10,27,1.06,-0.9,4.4,1,0.111,3.38,9,79,9,3,0,0,0,9.0,5,0.2,0.348,130,30,27,3,3,0.148,9,79,48,16,15,0,0.497,0.575,-0.074,-0.571,LAD,Los Angeles Dodgers,7:10 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
148,NYN/NYN201909150,31521,11,36,1.15,-1.4,2.4,2,0.25,3.0,16,54,7,9,0,0,0,9.0,6,0.289,0.651,128,38,27,3,3,0.361,13,91,45,26,20,0,1.35,0.394,0.106,-1.245,"Sunday, September 15, 2019",3:12,6,29,1.9,-2.4,1.4,3,0.103,2.0,12,70,12,3,0,2,0,9.0,4,0.212,0.385,140,33,27,2,2,0.172,5,96,62,19,15,0,0.393,-0.106,-0.393,-0.787,NYM,New York Mets,7:07 p.m. Local,Night,Citi Field,Away,LAD,Los Angeles Dodgers,Home
149,COL/COL201909160,28505,8,36,0.75,-1.6,-4.0,3,0.25,4.0,14,24,13,9,2,2,1,8.0,7,0.308,0.78,148,39,24,4,4,0.472,9,96,53,26,17,0,0.627,-0.459,-0.041,-0.668,"Monday, September 16, 2019",3:09,10,37,0.84,4.0,1.6,3,0.351,10.12,18,43,14,13,2,0,0,9.0,7,0.4,0.941,152,40,27,9,9,0.541,5,96,62,23,11,0,0.863,0.041,0.46,-0.405,NYM,New York Mets,6:42 p.m. Local,Night,Coors Field,Home,COL,Colorado Rockies,Away
150,COL/COL201909170,33118,8,33,0.74,0.4,4.6,3,0.333,6.0,14,75,15,11,1,0,0,9.0,5,0.389,1.025,130,36,27,6,6,0.636,4,81,50,18,13,0,0.549,0.431,0.069,-0.482,"Tuesday, September 17, 2019",2:50,16,31,0.62,-4.6,-0.4,1,0.194,1.0,13,42,10,6,3,1,0,9.0,6,0.219,0.541,133,32,27,1,1,0.323,8,83,48,21,14,0,0.157,-0.07,-0.43,-0.587,COL,Colorado Rockies,6:40 p.m. Local,Night,Coors Field,Away,NYM,New York Mets,Away
151,COL/COL201909180,30174,7,35,0.95,1.4,1.6,6,0.286,6.0,15,37,16,10,2,2,0,9.0,8,0.405,0.89,160,42,27,6,7,0.486,4,100,65,23,12,0,1.46,0.032,0.467,-0.991,"Wednesday, September 18, 2019",3:43,14,36,1.71,-1.6,-1.4,2,0.306,4.0,16,52,10,11,2,10,4,9.0,8,0.333,0.806,163,39,27,4,4,0.472,11,107,63,32,12,0,0.692,-0.468,-0.032,-0.722,COL,Colorado Rockies,1:11 p.m. Local,Day,Coors Field,Away,NYM,New York Mets,Away
152,CIN/CIN201909200,20576,9,37,0.79,3.1,3.9,6,0.27,8.0,13,78,15,10,1,3,0,9.0,7,0.372,0.94,137,43,27,8,8,0.568,9,109,62,18,29,0,0.554,0.458,0.044,-0.511,"Friday, September 20, 2019",3:06,11,33,0.58,-3.9,-3.1,1,0.212,1.0,13,63,9,7,3,0,0,9.0,4,0.235,0.538,167,34,27,1,1,0.303,11,93,55,20,18,0,0.173,-0.041,-0.459,-0.629,CIN,Cincinnati Reds,7:11 p.m. Local,Night,Great American Ball Park,Away,NYM,New York Mets,Away
153,CIN/CIN201909210,30487,5,30,1.41,-2.9,1.4,1,0.1,1.0,9,62,10,3,0,2,1,8.0,3,0.156,0.29,136,33,24,2,2,0.133,12,86,52,17,17,0,0.446,0.015,-0.514,-0.961,"Saturday, September 21, 2019",2:48,8,33,1.51,-1.4,2.9,2,0.273,2.25,17,66,8,9,0,0,0,9.0,6,0.333,0.636,122,36,27,3,3,0.303,8,89,48,24,17,0,0.86,0.514,-0.014,-0.875,NYM,New York Mets,4:12 p.m. Local,Day,Great American Ball Park,Home,CIN,Cincinnati Reds,Away
154,CIN/CIN201909220,21335,9,36,1.08,1.1,1.9,2,0.25,6.0,14,49,13,9,2,3,0,9.0,5,0.325,0.964,161,40,27,6,6,0.639,9,94,57,20,17,0,0.541,0.283,0.217,-0.325,"Sunday, September 22, 2019",3:08,8,32,0.47,-1.9,-1.1,6,0.188,3.0,11,53,14,6,3,0,0,9.0,4,0.308,0.683,140,39,27,3,3,0.375,8,99,54,33,12,0,0.488,-0.216,-0.283,-0.772,CIN,Cincinnati Reds,1:11 p.m. Local,Day,Great American Ball Park,Away,NYM,New York Mets,Away
155,NYN/NYN201909230,21189,4,37,0.91,3.6,0.4,2,0.351,8.0,11,41,21,13,1,2,0,9.0,5,0.385,0.925,168,40,27,8,8,0.541,6,91,57,23,11,0,0.637,0.21,0.288,-0.351,"Monday, September 23, 2019",3:25,15,36,0.61,-0.4,-3.6,6,0.25,4.0,21,28,8,9,2,4,2,9.0,8,0.357,0.718,138,42,27,4,4,0.361,7,101,64,21,16,0,0.469,-0.29,-0.21,-0.68,NYM,New York Mets,7:10 p.m. Local,Night,Citi Field,Away,MIA,Miami Marlins,Home
156,NYN/NYN201909240,21766,9,43,1.64,-1.4,-1.2,3,0.256,3.27,15,63,13,11,2,1,1,10.1,7,0.304,0.7,172,46,31,4,4,0.395,15,120,69,34,19,0,0.651,-0.351,-0.148,-0.799,"Tuesday, September 24, 2019",3:51,9,41,0.82,1.2,1.4,4,0.22,4.35,17,38,15,9,1,2,0,11.0,10,0.304,0.695,187,46,33,5,5,0.39,9,115,73,20,22,0,1.492,0.149,0.35,-1.142,MIA,Miami Marlins,7:11 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
157,NYN/NYN201909250,21471,6,31,0.26,-1.4,-6.1,2,0.129,0.0,10,19,11,4,1,1,1,8.0,3,0.182,0.44,146,33,24,3,3,0.258,10,80,43,16,21,0,0.045,-0.388,-0.111,-0.156,"Wednesday, September 25, 2019",2:48,10,34,0.19,6.1,1.4,4,0.353,10.12,15,79,11,12,1,0,0,9.0,8,0.415,1.032,125,41,27,10,10,0.618,10,100,61,21,18,0,0.457,0.111,0.388,-0.069,MIA,Miami Marlins,7:10 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
158,NYN/NYN201909260,21729,10,33,1.43,-0.4,2.4,0,0.182,4.0,13,77,9,6,0,3,0,9.0,3,0.182,0.727,140,33,27,4,4,0.545,11,90,47,31,12,0,0.833,0.296,0.205,-0.629,"Thursday, September 26, 2019",2:45,8,29,0.97,-2.4,0.4,4,0.172,2.0,8,70,10,5,3,0,0,9.0,4,0.286,0.493,123,35,27,2,2,0.207,12,89,51,19,20,0,0.583,-0.205,-0.295,-0.879,NYM,New York Mets,7:10 p.m. Local,Night,Citi Field,Away,MIA,Miami Marlins,Home
159,NYN/NYN201909270,26264,11,35,1.08,-2.4,-0.1,1,0.257,2.0,10,37,15,9,2,0,0,8.0,7,0.316,0.573,134,39,24,2,2,0.257,11,102,62,25,15,0,0.585,-0.168,-0.331,-0.915,"Friday, September 27, 2019",3:09,11,31,1.29,0.1,2.4,4,0.29,4.5,13,59,11,9,0,0,0,9.0,9,0.389,0.97,165,36,27,4,4,0.581,7,84,57,13,14,0,0.78,0.332,0.168,-0.612,ATL,Atlanta Braves,7:10 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
160,NYN/NYN201909280,32210,8,31,0.48,-4.4,0.9,5,0.129,0.0,10,48,9,4,2,0,0,8.0,4,0.27,0.464,107,37,24,0,0,0.194,12,85,42,20,23,0,0.25,-0.094,-0.408,-0.657,"Saturday, September 28, 2019",2:33,8,26,0.89,-0.9,4.4,2,0.154,3.38,8,70,7,4,0,0,0,9.0,4,0.214,0.599,134,28,27,3,3,0.385,11,68,34,24,12,0,0.339,0.407,0.092,-0.247,ATL,Atlanta Braves,7:16 p.m. Local,Night,Citi Field,Home,NYM,New York Mets,Home
161,NYN/NYN201909290,31523,7,42,1.5,0.6,-1.7,3,0.262,4.91,19,46,10,11,3,3,2,10.2,6,0.311,0.883,161,45,32,6,6,0.571,13,114,65,26,23,0,1.514,-0.787,0.287,-1.228,"Sunday, September 29, 2019",3:44,10,44,1.38,1.7,-0.6,2,0.341,5.91,24,62,8,15,4,2,0,11.0,13,0.362,0.93,172,47,33,7,7,0.568,13,106,62,20,24,0,2.085,-0.287,0.786,-1.298,ATL,Atlanta Braves,3:12 p.m. Local,Day,Citi Field,Home,NYM,New York Mets,Home
